id товара;осн. артикул;цена;наличие;статус;доп. артикул;штрихкод;ррц
28078;;985;1;;;;;
28077;;0;0;;;;;
28079;;876;1;;;;;
28084;;0;0;;;;;
28089;;0;0;;;;;
28088;;0;0;;;;;
28087;;0;0;;;;;
28086;;1913;3;;;;;
28090;;0;0;;;;;
28091;;0;0;;;;;
29356;;0;0;;;;;
28092;;0;0;;;;;
27474;;0;0;;;;;
27480;;2525;1;;;;;
28454;;0;0;;;;;
27089;;1939;4;;;;;
29017;;1861;1;;;;;
29064;;2250;1;;;;;
28117;;271;9;;;;;
29249;;0;0;;;;;
28340;;0;0;;;;;
28296;;0;0;;;;;
29959;;0;0;;;;;
29781;;587;1;;;;;
28467;;0;0;;;;;
29268;;0;0;;;;;
29544;;0;0;;;;;
28093;;266;1;;;;;
28096;;280;1;;;;;
28094;;0;0;;;;;
29621;;495;6;;;;;
28095;;280;2;;;;;
28097;;280;4;;;;;
29142;;0;0;;;;3490;
29651;;736;2;;;;;
29710;;0;0;;;;;
29020;;0;0;;;;;
29197;;7741;2;;;;;
28487;;457;3;;;;;
27515;;7042;1;;;;;
29141;;652;5;;;;1198;
28257;;0;0;;;;;
27438;;0;0;;;;;
28231;;0;0;;;;;
29004;;0;0;;;;;
27160;;3115;1;;;;;
28125;;1421;2;;;;;
28111;;4484;2;;;;;
28806;;0;0;;;;226;
28099;;0;0;;;;;
28149;;0;0;;;;;
28098;;0;0;;;;;
29176;;1384;1;;;;1490;
27095;;0;0;;;;;
29958;;0;0;;;;;
27471;;0;0;;;;;
28807;;0;0;;;;212;
29521;;1290;1;;;;;
29801;;549;1;;;;;
28216;;0;0;;;;;
27555;;0;0;;;;;
29475;;4258;4;;;;;
29245;;0;0;;;;3880;
27445;;0;0;;;;;
29449;;0;0;;;;;
28395;;0;0;;;;;
28107;;0;0;;;;;
29175;;0;0;;;;1490;
28114;;607;6;;;;;
28105;;0;0;;;;;
28874;;282;5;;;;;
28179;;2766;1;;;;;
28164;;0;0;;;;;
28300;;0;0;;;;;
29661;;951;7;;;;;
28126;;1374;2;;;;;
28127;;0;0;;;;;
29203;;0;0;;;;3180;
29063;;0;0;;;;;
29418;;0;0;;;;;
29965;;1180;2;;;;;
29054;;1480;1;;;;;
28819;;282;2;;;;;
28194;;4154;1;;;;;
29921;;0;0;;;;;
29147;;0;0;;;;1198;
28119;;1455;1;;;;;
11736;;0;0;;;;;
29191;;0;0;;;;;
29039;;0;0;;;;3780;
28260;;0;0;;;;;
28261;;0;0;;;;;
29215;;0;0;;;;798;
29302;;11547;1;;;;;
28132;;0;0;;;;;
29706;;0;0;;;;;
28165;;0;0;;;;;
29546;;1451;3;;;;;
28465;;0;0;;;;;
29022;;1373;1;;;;;
28233;;0;0;;;;;
29363;;0;0;;;;;
28426;;0;0;;;;;
28118;;1569;2;;;;;
28295;;0;0;;;;;
28166;;1458;12;;;;;
29136;;0;0;;;;;
28805;;687;1;;;;642;
28403;;1099;7;;;;;
28144;;182;10;;;;;
28100;;0;0;;;;;
28384;;0;0;;;;;
29567;;0;0;;;;;
28385;;861;9;;;;;
29835;;1188;2;;;;;
29985;;0;0;;;;;
28232;;0;0;;;;;
29250;;0;0;;;;;
9288;;0;0;;;;;
28209;;0;0;;;;;
29058;;0;0;;;;;
29614;;0;0;;;;;
29253;;0;0;;;;;
28289;;0;0;;;;;
29350;;652;4;;;;1098;
28153;;0;0;;;;;
28891;;0;0;;;;;
29922;;0;0;;;;;
29881;;0;0;;;;;
28718;;0;0;;;;;
29765;;1056;1;;;;;
29110;;0;0;;;;;
29103;;0;0;;;;;
28423;;0;0;;;;;
28369;;0;0;;;;;
29177;;1384;2;;;;1490;
28387;;0;0;;;;;
28124;;1675;1;;;;;
28161;;0;0;;;;;
29545;;1373;1;;;;;
28108;;0;0;;;;;
28109;;0;0;;;;;
28401;;0;0;;;;;
28121;;1527;3;;;;;
29538;;0;0;;;;;
29930;;2538;1;;;;;
29579;;222;1;;;;;
27473;;0;0;;;;;
29171;;1637;8;;;;1660;
28169;;0;0;;;;;
29925;;0;0;;;;;
27146;;609;2;;;;;
27718;;0;0;;;;;
29430;;0;0;;;;;
29014;;0;0;;;;;
28453;;0;0;;;;;
29805;;11141;1;;;;;
29807;;0;0;;;;;
29519;;2037;2;;;;;
29325;;289;6;;;;;
29842;;714;3;;;;;
29351;;0;0;;;;1198;
27472;;1939;1;;;;;
29405;;0;0;;;;;
29251;;0;0;;;;;
29527;;0;0;;;;;
28138;;0;0;;;;;
29617;;0;0;;;;;
28715;;0;0;;;;;
28612;;0;0;;;;;
29088;;1972;2;;;;;
28116;;4543;1;;;;;
28112;;4920;1;;;;;
28113;;0;0;;;;;
28178;;0;0;;;;;
28254;;0;0;;;;;
28286;;0;0;;;;380;
29961;;0;0;;;;;
28225;;0;0;;;;;
28122;;1565;1;;;;;
28115;;3227;3;;;;;
29910;;0;0;;;;;
28110;;3899;2;;;;;
29603;;0;0;;;;;
28103;;0;0;;;;;
28106;;0;0;;;;;
28102;;0;0;;;;;
29870;;1207;1;;;;;
29060;;0;0;;;;;
28171;;0;0;;;;;
29665;;3128;1;;;;;
29305;;0;0;;;;;
28123;;1493;2;;;;;
29095;;0;0;;;;;
29068;;0;0;;;;;
29391;;772;12;;;;;
28250;;0;0;;;;;
29426;;0;0;;;;;
29425;;0;0;;;;;
29254;;0;0;;;;;
28120;;1565;4;;;;;
28167;;355;5;;;;;
28772;;4501;1;;;;;
28366;;0;0;;;;;
29180;;0;0;;;;4760;
28185;;3770;1;;;;;
29924;;0;0;;;;;
27563;;12109;3;;;;;
28722;;3475;2;;;;5277;
29468;;0;0;;;;;
28104;;0;0;;;;;
29927;;0;0;;;;;
29410;;0;0;;;;;
29717;;493;2;;;;;
28230;;0;0;;;;;
29512;;0;0;;;;;
29240;;0;0;;;;1360;
28228;;0;0;;;;;
29049;;0;0;;;;;
29145;;0;0;;;;3490;
28251;;552;1;;;;;
29243;;0;0;;;;3880;
29950;;0;0;;;;;
28213;;0;0;;;;;
28215;;0;0;;;;;
29287;;2816;2;;;;;
28145;;0;0;;;;;
28313;;0;0;;;;580;
29753;;0;0;;;;;
28720;;0;0;;;;;
28147;;0;0;;;;;
28163;;0;0;;;;;
28146;;0;0;;;;;
28182;;3961;1;;;;;
28177;;0;0;;;;;
29330;;0;0;;;;998;
29811;;390;9;;;;;
29466;;0;0;;;;;
29190;;0;0;;;;;
28396;;0;0;;;;;
27593;;6578;1;;;;;
28129;;0;0;;;;;
28128;;214;1;;;;;
29514;;706;14;;;;;
29262;;0;0;;;;;
29331;;0;0;;;;998;
29875;;109;8;;;;;
29854;;874;4;;;;;
29238;;0;0;;;;1098;
29211;;1574;1;;;;2898;
29701;;0;0;;;;;
29086;;2251;2;;;;;
29340;;2498;5;;;;;
29943;;0;0;;;;;
28162;;0;0;;;;;
29672;;357;31;;;;;
29428;;665;3;;;;;
28197;;0;0;;;;;
29533;;0;0;;;;;
27479;;5250;1;;;;;
28192;;0;0;;;;;
28200;;0;0;;;;;
28157;;0;0;;;;;
28754;;0;0;;;;;
10667;;0;0;;;;;
29409;;0;0;;;;;
29205;;0;0;;;;998;
28490;;393;9;;;;;
28297;;0;0;;;;;
29933;;205;7;;;;;
28190;;2085;3;;;;;
28155;;0;0;;;;;
28135;;265;2;;;;;
28136;;241;2;;;;;
29984;;0;0;;;;;
28142;;182;23;;;;;
28139;;0;0;;;;;
28137;;0;0;;;;;
28143;;0;0;;;;;
28234;;0;0;;;;;
29471;;210;4;;;;;
29399;;0;0;;;;;
28430;;0;0;;;;;
28391;;1890;1;;;;;
28400;;0;0;;;;;
29671;;0;0;;;;;
28719;;0;0;;;;;
28429;;0;0;;;;;
28140;;241;34;;;;;
29242;;0;0;;;;3180;
27136;;0;0;;;;;
29338;;0;0;;;;;
27117;;0;0;;;;;
28134;;0;0;;;;;
27595;;3804;2;;;;;
28469;;0;0;;;;;
29207;;0;0;;;;;
29595;;0;0;;;;;
28133;;0;0;;;;;
28292;;0;0;;;;;
28214;;0;0;;;;;
28202;;1001;1;;;;;
28159;;0;0;;;;;
28152;;2072;2;;;;;
27470;;6764;1;;;;;
29173;;1384;3;;;;1490;
28158;;0;0;;;;;
28150;;0;0;;;;;
28151;;1956;3;;;;;
28156;;0;0;;;;;
29554;;0;0;;;;;
28427;;2012;1;;;;;
28814;;6573;1;;;;;
28716;;3523;1;;;;;
27607;;16036;6;;;;;
27162;;7984;4;;;;;
28199;;0;0;;;;;
29270;;6120;5;;;;;
28410;;952;2;;;;;
29861;;0;0;;;;;
28756;;837;6;;;;;
28451;;0;0;;;;;
29876;;109;4;;;;;
28160;;0;0;;;;;
29400;;0;0;;;;;
28704;;6074;2;;;;;
29597;;0;0;;;;;
29586;;5244;2;;;;;
28425;;0;0;;;;;
28131;;0;0;;;;;
29739;;0;0;;;;3940;
29610;;1041;3;;;;;
29061;;0;0;;;;;
30003;;1273;1;;;;;
28389;;0;0;;;;;
28219;;0;0;;;;;
29537;;335;1;;;;;
29387;;0;0;;;;;
28419;;0;0;;;;;
28875;;598;33;;;;;
29316;;834;4;;;;;
28349;;0;0;;;;;
28141;;0;0;;;;;
28773;;3598;1;;;;;
29016;;2167;1;;;;;
29396;;2343;1;;;;;
28280;;0;0;;;;5700;
29838;;586;1;;;;;
28148;;2242;6;;;;;
28154;;0;0;;;;;
29221;;0;0;;;;;
28212;;0;0;;;;;
28371;;0;0;;;;;
28203;;0;0;;;;;
28189;;2706;1;;;;;
29140;;14156;2;;;;;
29069;;486;1;;;;;
27109;;0;0;;;;;
28205;;0;0;;;;;
28198;;0;0;;;;;
29194;;0;0;;;;;
29894;;0;0;;;;;
28455;;0;0;;;;;
29101;;0;0;;;;;
29464;;1252;1;;;;;
29170;;1144;11;;;;1260;
27149;;709;6;;;;;
28331;;0;0;;;;;
28293;;1136;2;;;;;
29347;;2952;1;;;;5700;
29337;;0;0;;;;;
29232;;0;0;;;;640;
28184;;4213;1;;;;;
28183;;4094;1;;;;;
28626;;10200;1;;;;;
29187;;2342;2;;;;;
29762;;3100;1;;;;;
28407;;0;0;;;;;
28191;;1230;4;;;;;
28217;;0;0;;;;;
27134;;5960;2;;;;;
29184;;0;0;;;;;
29607;;999999;2;;;;;
28222;;0;0;;;;;
29219;;1242;1;;;;2398;
28399;;0;0;;;;;
29774;;78;11;;;;;
29348;;0;0;;;;370;
29146;;0;0;;;;3490;
29264;;1827;3;;;;;
28238;;1120;3;;;;;
28196;;0;0;;;;;
29125;;0;0;;;;;
29199;;652;4;;;;;
29756;;0;0;;;;;
28220;;0;0;;;;;
28747;;2088;6;;;;;
28354;;0;0;;;;;
29839;;1701;1;;;;;
29832;;169;2;;;;;
28433;;1283;4;;;;;
29041;;0;0;;;;3398;
28168;;9643;1;;;;;
28201;;0;0;;;;;
28206;;0;0;;;;;
28229;;0;0;;;;;
28223;;0;0;;;;;
28243;;10124;2;;;;;
29942;;0;0;;;;;
28193;;2792;1;;;;;
29555;;0;0;;;;;
28170;;0;0;;;;;
29830;;0;0;;;;;
29518;;1690;1;;;;;
28471;;0;0;;;;;
28172;;0;0;;;;;
29269;;4633;7;;;;;
29326;;0;0;;;;;
28273;;0;0;;;;580;
28204;;621;5;;;;;
27158;;4589;1;;;;;
28221;;0;0;;;;;
28456;;0;0;;;;;
28380;;0;0;;;;;
28388;;0;0;;;;;
29911;;1164;1;;;;;
28226;;1141;1;;;;;
28224;;1141;1;;;;;
28252;;0;0;;;;;
28282;;0;0;;;;860;
29562;;0;0;;;;;
28181;;0;0;;;;;
29702;;0;0;;;;;
29031;;0;0;;;;2598;
28211;;0;0;;;;;
29857;;0;0;;;;;
28180;;2766;1;;;;;
28208;;540;2;;;;;
28360;;0;0;;;;;
27594;;2816;2;;;;;
28207;;391;1;;;;;
28227;;0;0;;;;;
29036;;0;0;;;;;
29019;;0;0;;;;;
28344;;0;0;;;;;
29385;;0;0;;;;;
28740;;0;0;;;;5169;
27462;;2301;2;;;;;
28459;;315;11;;;;;
29606;;0;0;;;;;
28484;;895;2;;;;;
28175;;7167;2;;;;;
29382;;0;0;;;;;
29015;;2040;1;;;;;
28210;;0;0;;;;;
28174;;0;0;;;;;
28343;;0;0;;;;;
28240;;0;0;;;;;
27086;;11399;1;;;;;
28218;;1724;1;;;;;
29457;;0;0;;;;;
29224;;0;0;;;;;
29208;;0;0;;;;590;
28742;;0;0;;;;2053;
28186;;2241;2;;;;;
29181;;10307;2;;;;11070;
28421;;0;0;;;;;
29506;;0;0;;;;999;
28176;;4918;2;;;;;
29214;;0;0;;;;598;
28246;;1635;13;;;;;
28249;;1026;3;;;;;
27100;;0;0;;;;;
29209;;0;0;;;;590;
29615;;994;9;;;;;
28298;;0;0;;;;;
28703;;0;0;;;;;
28689;;0;0;;;;;
29649;;3615;1;;;;;
28187;;0;0;;;;;
29561;;406;3;;;;;
28256;;1673;6;;;;;
29143;;0;0;;;;1834;
28378;;1294;5;;;;;
29713;;493;1;;;;;
28195;;0;0;;;;;
27154;;0;0;;;;;
28188;;2178;2;;;;;
29247;;0;0;;;;;
29289;;1021;1;;;;;
29100;;0;0;;;;;
28245;;0;0;;;;;
28236;;0;0;;;;;
28235;;0;0;;;;;
28241;;0;0;;;;;
29149;;0;0;;;;1880;
28367;;0;0;;;;;
28564;;1467;6;;;;;
28294;;853;1;;;;;
28237;;0;0;;;;;
29558;;0;0;;;;;
29504;;352;4;;;;;
28242;;12655;1;;;;;
29126;;0;0;;;;;
29026;;7425;2;;;;;
28327;;569;1;;;;;
28244;;465;1;;;;;
28382;;0;0;;;;;
28239;;0;0;;;;;
28253;;2037;3;;;;;
29201;;0;0;;;;3180;
29902;;1515;1;;;;;
29587;;12707;1;;;;;
28247;;0;0;;;;;
28368;;0;0;;;;;
28291;;0;0;;;;;
28392;;1890;2;;;;;
28375;;0;0;;;;;
28753;;425;16;;;;;
28687;;0;0;;;;;
29578;;0;0;;;;;
29421;;0;0;;;;;
28314;;0;0;;;;;
29344;;0;0;;;;1100;
28461;;254;1;;;;;
28757;;0;0;;;;;
28307;;0;0;;;;;
29980;;0;0;;;;;
29590;;0;0;;;;;
29380;;0;0;;;;;
28452;;0;0;;;;;
28434;;2178;5;;;;;
29404;;0;0;;;;;
28283;;0;0;;;;1060;
28275;;0;0;;;;880;
28272;;0;0;;;;460;
29223;;0;0;;;;;
29370;;458;4;;;;;
28458;;315;5;;;;;
28269;;0;0;;;;3900;
28270;;0;0;;;;3900;
28271;;0;0;;;;3900;
28274;;0;0;;;;660;
28473;;0;0;;;;;
29152;;0;0;;;;640;
28771;;553;8;;;;;
28356;;0;0;;;;;
28748;;0;0;;;;;
28358;;0;0;;;;;
29193;;0;0;;;;;
29218;;0;0;;;;2398;
28287;;0;0;;;;580;
28277;;0;0;;;;5700;
28281;;0;0;;;;580;
29732;;0;0;;;;3394;
29971;;0;0;;;;;
29117;;0;0;;;;;
29299;;0;0;;;;;
28370;;0;0;;;;;
28290;;6925;2;;;;;
28263;;0;0;;;;;
29919;;3563;2;;;;;
29455;;0;0;;;;;
28259;;0;0;;;;;
29241;;0;0;;;;998;
29465;;0;0;;;;;
29062;;0;0;;;;;
28267;;0;0;;;;;
29389;;0;0;;;;;
28265;;0;0;;;;;
28255;;1679;2;;;;;
28752;;243;4;;;;;
29646;;3546;2;;;;;
28457;;0;0;;;;;
29024;;10501;4;;;;;
29048;;0;0;;;;;
29401;;0;0;;;;;
29529;;1958;1;;;;;
29097;;0;0;;;;;
29648;;2878;2;;;;;
28264;;0;0;;;;;
29059;;0;0;;;;;
28266;;0;0;;;;;
29367;;0;0;;;;;
29821;;639;3;;;;;
29372;;458;3;;;;;
28262;;0;0;;;;;
29810;;272;8;;;;;
29056;;4433;1;;;;;
28498;;2637;4;;;;;
29553;;66;8;;;;;
29165;;1225;8;;;;1290;
29668;;0;0;;;;;
29772;;0;0;;;;;
29328;;486;4;;;;898;
29868;;1002;1;;;;;
29703;;0;0;;;;;
29038;;0;0;;;;;
28829;;2712;1;;;;;
29451;;0;0;;;;;
29403;;0;0;;;;;
29055;;0;0;;;;;
28317;;0;0;;;;;
29888;;747;1;;;;;
29358;;0;0;;;;;
28258;;0;0;;;;;
29231;;0;0;;;;940;
29636;;0;0;;;;;
29999;;437;4;;;;;
29564;;1430;1;;;;;
28769;;0;0;;;;;
28299;;938;3;;;;;
28383;;0;0;;;;;
29948;;0;0;;;;;
29124;;0;0;;;;;
29759;;0;0;;;;171;
29212;;3728;1;;;;7198;
28424;;2527;1;;;;;
28418;;435;1;;;;;
28412;;2377;2;;;;;
29473;;569;10;;;;;
28324;;0;0;;;;;
29907;;0;0;;;;;
28765;;0;0;;;;;
29189;;0;0;;;;;
29023;;3603;3;;;;;
29166;;978;2;;;;890;
28441;;0;0;;;;;
28442;;0;0;;;;;
29334;;1641;2;;;;;
28310;;482;21;;;;;
28347;;0;0;;;;;
28288;;0;0;;;;460;
28743;;2098;1;;;;3118;
29416;;0;0;;;;;
28285;;0;0;;;;860;
28284;;0;0;;;;660;
28373;;0;0;;;;;
28279;;0;0;;;;5700;
28278;;0;0;;;;5700;
29406;;0;0;;;;;
28276;;0;0;;;;640;
29456;;2586;2;;;;;
29995;;0;0;;;;;
27097;;0;0;;;;;
28713;;0;0;;;;;
28374;;0;0;;;;;
12360;;0;0;;;;;
28444;;0;0;;;;;
29025;;3603;3;;;;;
29129;;0;0;;;;;
28416;;0;0;;;;;
28472;;1273;1;;;;;
28750;;0;0;;;;;
29094;;0;0;;;;;
29708;;822;1;;;;;
29909;;0;0;;;;;
29496;;1273;1;;;;;
28357;;0;0;;;;;
28359;;0;0;;;;;
28700;;10563;1;;;;;
28352;;0;0;;;;;
28334;;0;0;;;;;
28323;;0;0;;;;;
28379;;0;0;;;;;
28804;;0;0;;;;;
29507;;480;1;;;;;
29053;;0;0;;;;;
28447;;0;0;;;;;
28486;;877;2;;;;;
28397;;0;0;;;;;
28309;;482;9;;;;;
28308;;482;17;;;;;
29108;;0;0;;;;;
28301;;0;0;;;;;
29952;;0;0;;;;;
28302;;0;0;;;;;
28303;;0;0;;;;;
28304;;962;2;;;;;
28305;;0;0;;;;;
28306;;0;0;;;;;
29163;;1880;1;;;;;
28312;;0;0;;;;;
29583;;210;2;;;;;
29560;;1410;1;;;;;
28883;;0;0;;;;;
29113;;0;0;;;;;
29495;;0;0;;;;;
28364;;0;0;;;;;
29182;;0;0;;;;10260;
29341;;0;0;;;;;
29314;;0;0;;;;;
28319;;0;0;;;;;
28315;;0;0;;;;;
28320;;0;0;;;;;
29359;;0;0;;;;;
29306;;0;0;;;;;
29829;;347;5;;;;;
29202;;0;0;;;;3180;
29151;;0;0;;;;860;
19874;;921;3;;;;;
29867;;1299;1;;;;;
29335;;0;0;;;;;
28316;;0;0;;;;;
28326;;0;0;;;;;
29196;;1594;15;;;;;
29386;;0;0;;;;;
28329;;0;0;;;;;
28386;;669;1;;;;;
28342;;0;0;;;;;
28345;;0;0;;;;;
28336;;0;0;;;;;
28339;;1584;7;;;;;
28745;;313;47;;;;;
29259;;3237;1;;;;;
29122;;0;0;;;;;
29500;;1345;1;;;;;
28390;;0;0;;;;;
29897;;1655;2;;;;;
28448;;1641;3;;;;;
28394;;0;0;;;;;
29183;;0;0;;;;;
28417;;0;0;;;;;
28892;;0;0;;;;;
28346;;0;0;;;;;
30019;;1088;2;;;;;
28485;;0;0;;;;;
28338;;1727;9;;;;;
28337;;0;0;;;;;
28402;;0;0;;;;;
29669;;0;0;;;;;
28376;;0;0;;;;;
29195;;1988;1;;;;;
29362;;0;0;;;;;
28876;;598;6;;;;;
28322;;0;0;;;;;
28755;;883;8;;;;;
28333;;0;0;;;;;
28318;;0;0;;;;;
28332;;0;0;;;;;
28321;;0;0;;;;;
29926;;0;0;;;;;
28741;;0;0;;;;4843;
29297;;0;0;;;;;
28325;;0;0;;;;;
28330;;0;0;;;;;
28328;;0;0;;;;;
29106;;0;0;;;;;
28341;;0;0;;;;;
28335;;0;0;;;;;
28348;;0;0;;;;;
28350;;0;0;;;;;
27112;;0;0;;;;;
28470;;0;0;;;;;
29833;;343;2;;;;;
28353;;0;0;;;;;
28463;;0;0;;;;;
29030;;0;0;;;;2598;
30014;;919;2;;;;;
28311;;0;0;;;;;
28381;;0;0;;;;;
29516;;0;0;;;;;
28372;;0;0;;;;;
29612;;0;0;;;;;
28377;;0;0;;;;;
28398;;1478;3;;;;;
28746;;262;65;;;;;
28363;;0;0;;;;;
28355;;0;0;;;;;
29065;;4455;3;;;;;
28361;;0;0;;;;;
28393;;1890;1;;;;;
28362;;0;0;;;;;
29494;;0;0;;;;;
28365;;0;0;;;;;
28439;;0;0;;;;;
29383;;0;0;;;;;
28420;;345;1;;;;;
28414;;1767;4;;;;;
28409;;0;0;;;;;
28411;;3337;1;;;;;
28415;;0;0;;;;;
28408;;3078;8;;;;;
28449;;0;0;;;;;
28406;;1313;68;;;;;
29116;;0;0;;;;;
29393;;3168;3;;;;;
29886;;3702;2;;;;;
29534;;0;0;;;;;
29508;;0;0;;;;;
29866;;1002;1;;;;;
28488;;191;8;;;;;
28404;;355;11;;;;;
28405;;3078;21;;;;;
29954;;0;0;;;;;
28428;;0;0;;;;;
29412;;0;0;;;;;
27161;;844;41;;;;;
28803;;0;0;;;;;
28413;;1767;2;;;;;
28751;;243;3;;;;;
28422;;0;0;;;;;
29246;;0;0;;;;3880;
28431;;1421;1;;;;;
28432;;4933;1;;;;;
28435;;983;3;;;;;
29239;;0;0;;;;798;
29066;;0;0;;;;2300;
29174;;1225;3;;;;1500;
28443;;0;0;;;;;
28489;;393;30;;;;;
29381;;0;0;;;;;
29559;;743;23;;;;;
24683;;0;0;;;;;
27123;;2315;3;;;;;
27132;;6364;4;;;;;
29819;;1662;1;;;;;
28483;;368;2;;;;;
28450;;406;1;;;;;
29067;;2776;2;;;;;
27088;;6788;1;;;;;
27122;;2478;2;;;;;
29210;;2072;3;;;;4000;
29112;;0;0;;;;;
28783;;937;1;;;;;
29905;;0;0;;;;;
28440;;626;2;;;;;
29771;;0;0;;;;;
28436;;1155;4;;;;;
28437;;973;3;;;;;
28438;;0;0;;;;;
28763;;1226;1;;;;;
29179;;0;0;;;;6290;
29213;;0;0;;;;798;
28445;;0;0;;;;;
28474;;0;0;;;;;
28446;;0;0;;;;;
29619;;0;0;;;;;
28460;;315;10;;;;;
29552;;0;0;;;;;
29265;;1675;1;;;;;
29252;;0;0;;;;;
29051;;3032;1;;;;;
29895;;0;0;;;;;
29395;;0;0;;;;;
28462;;0;0;;;;;
28464;;1671;3;;;;;
28466;;1767;1;;;;;
29675;;0;0;;;;;
28468;;0;0;;;;;
29168;;915;1;;;;890;
29144;;0;0;;;;1834;
29364;;0;0;;;;;
29531;;0;0;;;;;
29071;;0;0;;;;;
28744;;0;0;;;;;
29408;;0;0;;;;;
29540;;0;0;;;;;
29711;;0;0;;;;;
29874;;192;24;;;;;
29858;;1202;3;;;;;
28764;;1543;1;;;;;
29204;;0;0;;;;998;
29035;;0;0;;;;;
29448;;484;2;;;;;
29446;;0;0;;;;;
29371;;458;7;;;;;
28717;;2863;2;;;;;
29608;;695;1;;;;;
28896;;0;0;;;;;
29282;;0;0;;;;;
29499;;0;0;;;;;
28721;;0;0;;;;;
29563;;898;1;;;;;
28476;;1168;1;;;;;
28477;;1057;1;;;;;
28478;;1126;2;;;;;
28479;;1237;1;;;;;
29828;;0;0;;;;;
29443;;0;0;;;;;
28480;;725;1;;;;;
29535;;0;0;;;;;
29988;;1934;5;;;;;
28491;;393;15;;;;;
28482;;1026;1;;;;;
28636;;2530;6;;;;;
29018;;1296;2;;;;;
29360;;0;0;;;;;
28813;;0;0;;;;613;
29662;;0;0;;;;;
29764;;3692;1;;;;;
27119;;2773;9;;;;2764;
29588;;18432;1;;;;;
29044;;0;0;;;;3098;
28714;;0;0;;;;;
28880;;598;11;;;;;
28749;;0;0;;;;;
29493;;0;0;;;;;
29093;;0;0;;;;;
28893;;2331;3;;;;;
28881;;598;5;;;;;
29222;;0;0;;;;;
29021;;1516;1;;;;;
29028;;0;0;;;;3098;
29029;;0;0;;;;3780;
28481;;2266;1;;;;;
29445;;1966;1;;;;;
28887;;0;0;;;;;
28897;;0;0;;;;;
29431;;665;5;;;;;
29903;;0;0;;;;;
29525;;0;0;;;;;
28885;;0;0;;;;;
29794;;0;0;;;;;
29043;;0;0;;;;3560;
29627;;0;0;;;;;
28882;;3878;37;;;;;
28894;;0;0;;;;;
29052;;2734;4;;;;;
29309;;437;4;;;;;
29027;;0;0;;;;3098;
29040;;0;0;;;;3780;
29042;;0;0;;;;3560;
29638;;2705;1;;;;;
29960;;0;0;;;;;
29032;;0;0;;;;;
29034;;0;0;;;;;
29248;;0;0;;;;;
27611;;0;0;;;;;
29257;;12690;1;;;;;
29815;;486;3;;;;;
29522;;0;0;;;;10151;
29488;;0;0;;;;;
29956;;0;0;;;;;
29803;;0;0;;;;;
28886;;0;0;;;;;
29075;;1426;2;;;;;
28884;;0;0;;;;;
30001;;362;4;;;;;
29033;;0;0;;;;;
28895;;0;0;;;;;
29420;;0;0;;;;;
29365;;0;0;;;;;
29624;;428;5;;;;;
29511;;3692;1;;;;;
28915;;0;0;;;;;
29227;;0;0;;;;880;
29650;;718;1;;;;;
29037;;0;0;;;;;
27121;;0;0;;;;;
29150;;0;0;;;;580;
29467;;0;0;;;;;
29260;;0;0;;;;;
27096;;0;0;;;;;
29550;;368;18;;;;;
29515;;1731;1;;;;;
29161;;1470;8;;;;;
28690;;8003;1;;;;;
29796;;0;0;;;;;
29666;;1413;1;;;;;
29045;;938;2;;;;;
29057;;0;0;;;;;
29081;;1233;1;;;;;
29520;;1480;3;;;;;
29872;;0;0;;;;;
30008;;1452;1;;;;;
29837;;0;0;;;;;
29198;;652;5;;;;;
29090;;400;5;;;;;
29226;;412;3;;;;590;
29084;;1299;1;;;;;
29070;;2219;3;;;;;
29893;;0;0;;;;;
29490;;872;13;;;;;
29237;;0;0;;;;798;
29109;;0;0;;;;;
30004;;1140;3;;;;;
29104;;0;0;;;;;
29099;;0;0;;;;;
29820;;710;4;;;;;
29089;;1972;2;;;;;
29087;;371;10;;;;;
29096;;0;0;;;;;
29670;;0;0;;;;;
29300;;919;1;;;;;
29605;;0;0;;;;;
29517;;0;0;;;;;
29787;;630;2;;;;;
29859;;0;0;;;;;
28608;;8687;1;;;;;
29077;;1513;1;;;;;
29653;;593;2;;;;;
29078;;1588;2;;;;;
29878;;115;5;;;;;
29102;;0;0;;;;;
29073;;1358;1;;;;;
30012;;919;2;;;;;
29402;;0;0;;;;;
29098;;0;0;;;;;
29631;;0;0;;;;;
29424;;0;0;;;;;
29981;;0;0;;;;;
29303;;5277;1;;;;;
29105;;0;0;;;;;
29082;;1358;2;;;;;
29777;;3177;3;;;;;
29172;;1384;3;;;;1500;
29863;;274;1;;;;;
29107;;0;0;;;;;
29329;;549;1;;;;898;
29092;;212;5;;;;;
29115;;0;0;;;;;
29080;;1169;3;;;;;
29148;;1274;3;;;;2352;
29220;;0;0;;;;;
29379;;0;0;;;;;
29261;;0;0;;;;;
29712;;0;0;;;;;
29167;;978;3;;;;890;
29892;;0;0;;;;;
29896;;699;2;;;;;
29469;;222;8;;;;;
29879;;87;12;;;;;
28695;;2336;2;;;;;
29076;;1374;5;;;;;
29433;;665;2;;;;;
29074;;1122;2;;;;;
29083;;1138;3;;;;;
29266;;6082;1;;;;;
29085;;0;0;;;;;
29091;;362;2;;;;;
29934;;205;2;;;;;
29079;;1630;1;;;;;
29824;;710;8;;;;;
29890;;0;0;;;;;
29128;;0;0;;;;;
29123;;0;0;;;;;
29127;;0;0;;;;;
29120;;0;0;;;;;
29121;;0;0;;;;;
